Level,Next_Level_Required_EXP,Divided_by_20,Cumulative_EXP
1103,1203221,60161.1,140515929
1104,1213523,60676.2,141719150
1105,1223913,61195.7,142932673
1106,1234393,61719.7,144156586
1107,1244962,62248.1,145390979
1108,1255621,62781.1,146635941
1109,1266372,63318.6,147891562
1110,1277215,63860.8,149157934
1111,1288151,64407.6,150435149
1112,1299180,64959,151723300
1113,1310304,65515.2,153022480
1114,1321523,66076.1,154332784
1115,1332838,66641.9,155654307
1116,1344250,67212.5,156987145
1117,1355760,67788,158331395
1118,1367368,68368.4,159687155
1119,1379076,68953.8,161054523
1120,1390883,69544.1,162433599
1121,1402792,70139.6,163824482
1122,1414803,70740.1,165227274
1123,1426917,71345.9,166642077
1124,1439135,71956.8,168068994
1125,1451457,72572.9,169508129
1126,1463884,73194.2,170959586
1127,1476418,73820.9,172423470
1128,1489060,74453,173899888
1129,1501809,75090.4,175388948
1130,1514668,75733.4,176890757
1131,1527637,76381.9,178405425
1132,1540717,77035.9,179933062
1133,1553909,77695.4,181473779
1134,1567213,78360.6,183027688
1135,1580632,79031.6,184594901
1136,1594166,79708.3,186175533
1137,1607815,80390.8,187769699
1138,1621582,81079.1,189377514
1139,1635466,81773.3,190999096
1140,1649469,82473.4,192634562
1141,1663592,83179.6,194284031
1142,1677836,83891.8,195947623
1143,1692202,84610.1,197625459
1144,1706691,85334.6,199317661
1145,1721304,86065.2,201024352
1146,1736042,86802.1,202745656
1147,1750906,87545.3,204481698
1148,1765898,88294.9,206232604
1149,1781018,89050.9,207998502
1150,1796267,89813.4,209779520
1151,1811647,90582.4,211575787
1152,1827159,91357.9,213387434
1153,1842803,92140.1,215214593
1154,1858581,92929.1,217057396
1155,1874495,93724.8,218915977
1156,1890545,94527.2,220790472
1157,1906732,95336.6,222681017
1158,1923058,96152.9,224587749
1159,1939523,96976.1,226510807
1160,1956130,97806.5,228450330
1161,1972878,98643.9,230406460
1162,1989770,99488.5,232379338
1163,2006807,100340.4,234369108
1164,2023990,101199.5,236375915
1165,2041320,102066,238399905
1166,2058798,102939.9,240441225
1167,2076425,103821.2,242500023
1168,2094204,104710.2,244576448
1169,2112135,105606.8,246670652
1170,2130220,106511,248782787
1171,2148459,107422.9,250913007
1172,2166854,108342.7,253061466
1173,2185407,109270.4,255228320
1174,2204119,110205.9,257413727
1175,2222991,111149.6,259617846
1176,2242025,112101.2,261840837
1177,2261221,113061.1,264082862
1178,2280582,114029.1,266344083
1179,2300109,115005.4,268624665
1180,2319803,115990.1,270924774
1181,2339665,116983.2,273244577
1182,2359698,117984.9,275584242
1183,2379902,118995.1,277943940
1184,2400279,120013.9,280323842
1185,2420831,121041.6,282724121
1186,2441558,122077.9,285144952
1187,2462463,123123.1,287586510
1188,2483547,124177.4,290048973
1189,2504812,125240.6,292532520
1190,2526259,126312.9,295037332
1191,2547889,127394.4,297563591
1192,2569704,128485.2,300111480
1193,2591707,129585.4,302681184
1194,2613897,130694.9,305272891
1195,2636278,131813.9,307886788
1196,2658850,132942.5,310523066
1197,2681616,134080.8,313181916
1198,2704576,135228.8,315863532
1199,2727733,136386.6,318568108
1200,2751088,137554.4,321295841
1201,2774644,138732.2,324046929
1202,2798401,139920,326821573
1203,2822361,141118,329619974
1204,2846526,142326.3,332442335
1205,2870899,143545,335288861
1206,2895480,144774,338159760
1207,2920272,146013.6,341055240
1208,2945275,147263.8,343975512
1209,2970493,148524.6,346920787
1210,2995927,149796.4,349891280
1211,3021579,151079,352887207
1212,3047450,152372.5,355908786
1213,3073543,153677.1,358956236
1214,3099859,154993,362029779
1215,3126401,156320,365129638
1216,3153169,157658.5,368256039
1217,3180167,159008.4,371409208
1218,3207396,160369.8,374589375
1219,3234859,161743,377796771
1220,3262556,163127.8,381031630
1221,3290491,164524.5,384294186
1222,3318664,165933.2,387584677
1223,3347079,167354,390903341
1224,3375738,168786.9,394250420
1225,3404641,170232,397626158
1226,3433792,171689.6,401030799
1227,3463193,173159.6,404464591
1228,3492845,174642.2,407927784
1229,3522752,176137.6,411420629
1230,3552914,177645.7,414943381
1231,3583335,179166.8,418496295
1232,3614016,180700.8,422079630
1233,3644960,182248,425693646
1234,3676169,183808.5,429338606
1235,3707644,185382.2,433014775
1236,3739390,186969.5,436722419
1237,3771407,188570.4,440461809
1238,3803699,190185,444233216
1239,3836267,191813.4,448036915
1240,3869113,193455.6,451873182
1241,3902241,195112,455742295
1242,3935653,196782.6,459644536
1243,3969351,198467.5,463580189
1244,4003337,200166.9,467549540
1245,4037614,201880.7,471552877
1246,4072185,203609.2,475590491
1247,4107052,205352.6,479662676
1248,4142217,207110.9,483769728
1249,4177683,208884.1,487911945
1250,4213453,210672.6,492089628
1251,4249529,212476.5,496303081
1252,4285915,214295.8,500552610
1253,4322611,216130.5,504838525
1254,4359622,217981.1,509161136
1255,4396950,219847.5,513520758
1256,4434598,221729.9,517917708
1257,4472567,223628.4,522352306
1258,4510862,225543.1,526824873
1259,4549485,227474.2,531335735
1260,4588438,229421.9,535885220
1261,4627725,231386.2,540473658
1262,4667349,233367.5,545101383
1263,4707311,235365.5,549768732
1264,4747616,237380.8,554476043
1265,4788266,239413.3,559223659
1266,4829264,241463.2,564011925
1267,4870613,243530.6,568841189
1268,4912316,245615.8,573711802
1269,4954376,247718.8,578624118
1270,4996796,249839.8,583578494
1271,5039579,251979,588575290
1272,5082729,254136.5,593614869
1273,5126248,256312.4,598697598
1274,5170140,258507,603823846
1275,5214408,260720.4,608993986
1276,5259054,262952.7,614208394
1277,5304083,265204.2,619467448
1278,5349498,267474.9,624771531
1279,5395301,269765,630121029
1280,5441496,272074.8,635516330
1281,5488087,274404.3,640957826
1282,5535077,276753.8,646445913
1283,5582470,279123.5,651980990
1284,5630268,281513.4,657563460
1285,5678475,283923.8,663193728
1286,5727095,286354.8,668872203
1287,5776131,288806.5,674599298
1288,5825588,291279.4,680375429
1289,5875467,293773.3,686201017
1290,5925774,296288.7,692076484
1291,5976511,298825.5,698002258
1292,6027683,301384.2,703978769
1293,6079293,303964.7,710006452
1294,6131345,306567.2,716085745
1295,6183843,309192.2,722217090
1296,6236790,311839.5,728400933
1297,6290190,314509.5,734637723
1298,6344048,317202.4,740927913
1299,6398367,319918.3,747271961
1300,6453151,322657.5,753670328
1301,6508404,325420.2,760123479
1302,6564130,328206.5,766631883
1303,6620333,331016.7,773196013
1304,6677017,333850.8,779816346
1305,6734187,336709.3,786493363
1306,6791846,339592.3,793227550
1307,6849999,342500,800019396
1308,6908650,345432.5,806869395
1309,6967803,348390.2,813778045
1310,7027462,351373.1,820745848
1311,7087633,354381.7,827773310
1312,7148318,357415.9,834860943
1313,7209523,360476.2,842009261
1314,7271252,363562.6,849218784
1315,7333510,366675.5,856490036
1316,7396301,369815,863823546
1317,7459629,372981.5,871219847
1318,7523500,376175,878679476
1319,7587917,379395.8,886202976
1320,7652886,382644.3,893790893
1321,7718412,385920.6,901443779
1322,7784498,389224.9,909162191
1323,7851150,392557.5,916946689
1324,7918373,395918.7,924797839
1325,7986171,399308.5,932716212
1326,8054550,402727.5,940702383
1327,8123515,406175.8,948756933
1328,8193070,409653.5,956880448
1329,8263220,413161,965073518
1330,8333971,416698.5,973336738
1331,8405328,420266.4,981670709
1332,8477296,423864.8,990076037
1333,8549880,427494,998553333
1334,8623085,431154.2,1007103213
1335,8696918,434845.9,1015726298
1336,8771382,438569.1,1024423216
1337,8846484,442324.2,1033194598
1338,8922229,446111.5,1042041082
1339,8998623,449931.2,1050963311
1340,9075670,453783.5,1059961934
1341,9153378,457668.9,1069037604
1342,9231751,461587.5,1078190982
1343,9310794,465539.7,1087422733
1344,9390515,469525.8,1096733527
1345,9470918,473545.9,1106124042
1346,9552010,477600.5,1115594960
1347,9633796,481689.8,1125146970
1348,9716282,485814.1,1134780766
1349,9799474,489973.7,1144497048
1350,9883379,494169,1154296522
1351,9968002,498400.1,1164179901
1352,10053350,502667.5,1174147903
1353,10139428,506971.4,1184201253
1354,10226244,511312.2,1194340681
1355,10313802,515690.1,1204566925
1356,10402111,520105.5,1214880727
1357,10491175,524558.8,1225282838
1358,10581003,529050.2,1235774013
1359,10671599,533579.9,1246355016
1360,10762971,538148.6,1257026615
1361,10855125,542756.2,1267789586
1362,10948069,547403.4,1278644711
1363,11041808,552090.4,1289592780
1364,11136350,556817.5,1300634588
1365,11231701,561585.1,1311770938
1366,11327869,566393.4,1323002639
1367,11424860,571243,1334330508
1368,11522681,576134.1,1345755368
1369,11621340,581067,1357278049
1370,11720844,586042.2,1368899389
1371,11821200,591060,1380620233
1372,11922415,596120.8,1392441433
1373,12024497,601224.8,1404363848
1374,12127453,606372.7,1416388345
1375,12231290,611564.5,1428515798
1376,12336016,616800.8,1440747088
1377,12441639,622081.9,1453083104
1378,12548167,627408.3,1465524743
1379,12655606,632780.3,1478072910
1380,12763965,638198.2,1490728516
1381,12873253,643662.7,1503492481
1382,12983476,649173.8,1516365734
1383,13094642,654732.1,1529349210
1384,13206761,660338.1,1542443852
1385,13319839,665991.9,1555650613
1386,13433886,671694.3,1568970452
1387,13548909,677445.4,1582404338
1388,13664917,683245.8,1595953247
1389,13781918,689095.9,1609618164
1390,13899922,694996.1,1623400082
1391,14018935,700946.8,1637300004
1392,14138967,706948.3,1651318939
1393,14260028,713001.4,1665457906
1394,14382124,719106.2,1679717934
1395,14505266,725263.3,1694100058
1396,14629463,731473.2,1708605324
1397,14754723,737736.2,1723234787
1398,14881055,744052.8,1737989510
1399,15008469,750423.4,1752870565
1400,15136974,756848.7,1767879034
1401,15266580,763329,1783016008
1402,15397295,769864.8,1798282588
1403,15529129,776456.4,1813679883
1404,15662092,783104.6,1829209012
1405,15796193,789809.7,1844871104
1406,15931443,796572.2,1860667297
1407,16067851,803392.6,1876598740
1408,16205426,810271.3,1892666591
1409,16344180,817209,1908872017
1410,16484121,824206.1,1925216197
1411,16625261,831263.1,1941700318
1412,16767609,838380.4,1958325579
1413,16911176,845558.8,1975093188
1414,17055973,852798.7,1992004364
1415,17202009,860100.4,2009060337
1416,17349295,867464.8,2026262346
1417,17497843,874892.2,2043611641
1418,17647662,882383.1,2061109484
1419,17798764,889938.2,2078757146
1420,17951160,897558,2096555910
1421,18104861,905243.1,2114507070
1422,18259878,912993.9,2132611931
1423,18416222,920811.1,2150871809
1424,18573905,928695.2,2169288031
1425,18732938,936646.9,2187861936
1426,18893332,944666.6,2206594874
1427,19055100,952755,2225488206
1428,19218253,960912.7,2244543306
1429,19382803,969140.2,2263761559
1430,19548762,977438.1,2283144362
1431,19716142,985807.1,2302693124
1432,19884954,994247.7,2322409266
1433,20055213,1002760.7,2342294220
1434,20226929,1011346.4,2362349433
1435,20400115,1020005.8,2382576362
1436,20574784,1028739.2,2402976477
1437,20750949,1037547.4,2423551261
1438,20928622,1046431.1,2444302210
1439,21107816,1055390.8,2465230832
1440,21288545,1064427.2,2486338648
1441,21470821,1073541.1,2507627193
1442,21654658,1082732.9,2529098014
1443,21840069,1092003.4,2550752672
1444,22027067,1101353.4,2572592741
1445,22215666,1110783.3,2594619808
1446,22405881,1120294.1,2616835474
1447,22597724,1129886.2,2639241355
1448,22791209,1139560.4,2661839079
1449,22986351,1149317.6,2684630288
1450,23183164,1159158.2,2707616639
1451,23381662,1169083.1,2730799803
1452,23581860,1179093,2754181465
1453,23783772,1189188.6,2777763325
1454,23987412,1199370.6,2801547097
1455,24192797,1209639.9,2825534509
1456,24399939,1219996.9,2849727306
1457,24608856,1230442.8,2874127245
1458,24819561,1240978.1,2898736101
1459,25032070,1251603.5,2923555662
1460,25246399,1262319.9,2948587732
1461,25462563,1273128.1,2973834131
1462,25680577,1284028.9,2999296694
1463,25900459,1295022.9,3024977271
1464,26122223,1306111.1,3050877730
1465,26345885,1317294.2,3076999953
1466,26571463,1328573.1,3103345838
1467,26798973,1339948.6,3129917301
1468,27028430,1351421.5,3156716274
1469,27259852,1362992.6,3183744704
1470,27493255,1374662.8,3211004556
1471,27728657,1386432.9,3238497811
1472,27966074,1398303.7,3266226468
1473,28205525,1410276.2,3294192542
1474,28447025,1422351.2,3322398067
1475,28690593,1434529.6,3350845092
1476,28936247,1446812.4,3379535685
1477,29184004,1459200.2,3408471932
1478,29433882,1471694.1,3437655936
1479,29685900,1484295,3467089818
1480,29940075,1497003.8,3496775718
1481,30196427,1509821.4,3526715793
1482,30454974,1522748.7,3556912220
1483,30715735,1535786.8,3587367194
1484,30978728,1548936.4,3618082929
1485,31243973,1562198.6,3649061657
1486,31511489,1575574.4,3680305630
1487,31781296,1589064.8,3711817119
1488,32053412,1602670.6,3743598415
1489,32327859,1616392.9,3775651827
1490,32604656,1630232.8,3807979686
1491,32883822,1644191.1,3840584342
1492,33165379,1658268.9,3873468164
1493,33449346,1672467.3,3906633543
1494,33735745,1686787.2,3940082889
1495,34024596,1701229.8,3973818634
1496,34315920,1715796,4007843230
1497,34609739,1730486.9,4042159150
1498,34906073,1745303.6,4076768889
1499,35204945,1760247.2,4111674962
1500,35506376,1775318.8,4146879907
1501,35810387,1790519.4,4182386283
1502,36117002,1805850.1,4218196670
1503,36426241,1821312.1,4254313672
1504,36738129,1836906.4,4290739913
1505,37052687,1852634.4,4327478042
1506,37369938,1868496.9,4364530729
1507,37689906,1884495.3,4401900667
1508,38012613,1900630.6,4439590573
1509,38338083,1916904.1,4477603186
1510,38666340,1933317,4515941269
1511,38997408,1949870.4,4554607609
1512,39331310,1966565.5,4593605017
1513,39668072,1983403.6,4632936327
1514,40007716,2000385.8,4672604399
1515,40350269,2017513.4,4712612115
1516,40695755,2034787.8,4752962384
1517,41044198,2052209.9,4793658139
1518,41395626,2069781.3,4834702337
1519,41750062,2087503.1,4876097963
1520,42107533,2105376.6,4917848025
1521,42468065,2123403.2,4959955558
1522,42831683,2141584.1,5002423623
1523,43198415,2159920.8,5045255306
1524,43568287,2178414.4,5088453721
1525,43941326,2197066.3,5132022008
1526,44317559,2215878,5175963334
1527,44697013,2234850.6,5220280893
1528,45079717,2253985.9,5264977906
1529,45465697,2273284.9,5310057623
1530,45854982,2292749.1,5355523320
1531,46247600,2312380,5401378302
1532,46643579,2332179,5447625902
1533,47042949,2352147.5,5494269481
1534,47445739,2372287,5541312430
1535,47851977,2392598.9,5588758169
1536,48261694,2413084.7,5636610146
1537,48674918,2433745.9,5684871840
1538,49091681,2454584,5733546758
1539,49512012,2475600.6,5782638439
1540,49935942,2496797.1,5832150451
1541,50363502,2518175.1,5882086393
1542,50794723,2539736.1,5932449895
1543,51229636,2561481.8,5983244618
1544,51668272,2583413.6,6034474254
1545,52110665,2605533.2,6086142526
1546,52556845,2627842.2,6138253191
1547,53006845,2650342.2,6190810036
1548,53460699,2673035,6243816881
1549,53918438,2695921.9,6297277580
1550,54380097,2719004.9,6351196018
1551,54845708,2742285.4,6405576115
1552,55315306,2765765.3,6460421823
1553,55788925,2789446.2,6515737129
1554,56266599,2813330,6571526054
1555,56748363,2837418.1,6627792653
1556,57234252,2861712.6,6684541016
1557,57724301,2886215,6741775268
1558,58218546,2910927.3,6799499569
1559,58717023,2935851.1,6857718115
1560,59219768,2960988.4,6916435138
1561,59726818,2986340.9,6975654906
1562,60238209,3011910.5,7035381724
1563,60753978,3037698.9,7095619933
1564,61274164,3063708.2,7156373911
1565,61798804,3089940.2,7217648075
1566,62327935,3116396.8,7279446879
1567,62861597,3143079.9,7341774814
1568,63399829,3169991.5,7404636411
1569,63942669,3197133.5,7468036240
1570,64490156,3224507.8,7531978909
1571,65042332,3252116.6,7596469065
1572,65599235,3279961.8,7661511397
1573,66160907,3308045.4,7727110632
1574,66727387,3336369.4,7793271539
1575,67298718,3364935.9,7859998926
1576,67874941,3393747,7927297644
1577,68456098,3422804.9,7995172585
1578,69042230,3452111.5,8063628683
1579,69633381,3481669,8132670913
1580,70229594,3511479.7,8202304294
1581,70830911,3541545.5,8272533888
1582,71437377,3571868.9,8343364799
1583,72049036,3602451.8,8414802176
1584,72665932,3633296.6,8486851212
1585,73288110,3664405.5,8559517144
1586,73915615,3695780.8,8632805254
1587,74548493,3727424.6,8706720869
1588,75186789,3759339.5,8781269362
1589,75830551,3791527.5,8856456151
1590,76479825,3823991.2,8932286702
1591,77134658,3856732.9,9008766527
1592,77795097,3889754.9,9085901185
1593,78461192,3923059.6,9163696282
1594,79132990,3956649.5,9242157474
1595,79810540,3990527,9321290464
1596,80493891,4024694.5,9401101004
1597,81183093,4059154.6,9481594895
1598,81878196,4093909.8,9562777988
1599,82579251,4128962.5,9644656184
1600,83286308,4164315.4,9727235435
1601,83999419,4199971,9810521743
1602,84718636,4235931.8,9894521162
1603,85444011,4272200.5,9979239798
1604,86175597,4308779.8,10064683809
1605,86913447,4345672.3,10150859406
1606,87657614,4382880.7,10237772853
1607,88408153,4420407.7,10325430467
1608,89165119,4458256,10413838620
1609,89928565,4496428.2,10503003739
1610,90698549,4534927.5,10592932304
1611,91475125,4573756.2,10683630853
1612,92258350,4612917.5,10775105978
1613,93048281,4652414,10867364328
1614,93844976,4692248.8,10960412609
1615,94648492,4732424.6,11054257585
1616,95458889,4772944.5,11148906077
1617,96276223,4813811.2,11244364966
1618,97100556,4855027.8,11340641189
1619,97931948,4896597.4,11437741745
1620,98770457,4938522.8,11535673693
1621,99616146,4980807.3,11634444150
1622,100469076,5023453.8,11734060296
1623,101329309,5066465.5,11834529372
1624,102196908,5109845.4,11935858681
1625,103071935,5153596.8,12038055589
1626,103954454,5197722.7,12141127524
1627,104844529,5242226.5,12245081978
1628,105742225,5287111.2,12349926507
1629,106647608,5332380.4,12455668732
1630,107560742,5378037.1,12562316340
1631,108481695,5424084.8,12669877082
1632,109410534,5470526.7,12778358777
1633,110347325,5517366.2,12887769311
1634,111292137,5564606.8,12998116636
1635,112245039,5612252,13109408773
1636,113206099,5660305,13221653812
1637,114175389,5708769.5,13334859911
1638,115152978,5757648.9,13449035300
1639,116138937,5806946.8,13564188278
1640,117133337,5856666.8,13680327215
1641,118136253,5906812.7,13797460552
1642,119147755,5957387.8,13915596805
1643,120167918,6008395.9,14034744560
1644,121196815,6059840.8,14154912478
1645,122234523,6111726.2,14276109293
1646,123281115,6164055.8,14398343816
1647,124336668,6216833.4,14521624931
1648,125401260,6270063,14645961599
1649,126474966,6323748.3,14771362859
1650,127557866,6377893.3,14897837825
1651,128650037,6432501.8,15025395691
1652,129751561,6487578,15154045728
1653,130862515,6543125.8,15283797289
1654,131982982,6599149.1,15414659804
1655,133113042,6655652.1,15546642786
1656,134252778,6712638.9,15679755828
1657,135402272,6770113.6,15814008606
1658,136561609,6828080.5,15949410878
1659,137730872,6886543.6,16085972487
1660,138910147,6945507.3,16223703359
1661,140099519,7004976,16362613506
1662,141299074,7064953.7,16502713025
1663,142508900,7125445,16644012099
1664,143729085,7186454.2,16786520999
1665,144959718,7247985.9,16930250084
1666,146200887,7310044.3,17075209802
1667,147452683,7372634.2,17221410689
1668,148715198,7435759.9,17368863372
1669,149988522,7499426.1,17517578570
1670,151272749,7563637.5,17667567092
1671,152567971,7628398.5,17818839841
1672,153874283,7693714.2,17971407812
1673,155191781,7759589,18125282095
1674,156520558,7826027.9,18280473876
1675,157860713,7893035.7,18436994434
1676,159212343,7960617.2,18594855147
1677,160575546,8028777.3,18754067490
1678,161950420,8097521,18914643036
1679,163337067,8166853.3,19076593456
1680,164735586,8236779.3,19239930523
1681,166146079,8307304,19404666109
1682,167568650,8378432.5,19570812188
1683,169003400,8450170,19738380838
1684,170450436,8522521.8,19907384238
1685,171909861,8595493.1,20077834674
1686,173381781,8669089.1,20249744535
1687,174866305,8743315.2,20423126316
1688,176363539,8818176.9,20597992621
1689,177873593,8893679.7,20774356160
1690,179396577,8969828.8,20952229753
1691,180932600,9046630,21131626330
1692,182481775,9124088.8,21312558930
1693,184044214,9202210.7,21495040705
1694,185620032,9281001.6,21679084919
1695,187209341,9360467.1,21864704951
1696,188812259,9440612.9,22051914292
1697,190428901,9521445.1,22240726551
1698,192059385,9602969.2,22431155452
1699,193703829,9685191.4,22623214837
1700,195362353,9768117.7,22816918666
1701,197035078,9851753.9,23012281019
1702,198722125,9936106.2,23209316097
1703,200423617,10021180.8,23408038222
1704,202139678,10106983.9,23608461839
1705,203870431,10193521.6,23810601517
1706,205616004,10280800.2,24014471948
1707,207376522,10368826.1,24220087952
1708,209152115,10457605.8,24427464474
1709,210942910,10547145.5,24636616589
1710,212749038,10637451.9,24847559499
1711,214570631,10728531.6,25060308537
1712,216407820,10820391,25274879168
1713,218260740,10913037,25491286988
1714,220129525,11006476.2,25709547728
1715,222014310,11100715.5,25929677253
1716,223915234,11195761.7,26151691563
1717,225832433,11291621.7,26375606797
1718,227766048,11388302.4,26601439230
1719,229716219,11485810.9,26829205278
1720,231683087,11584154.3,27058921497
1721,233666796,11683339.8,27290604584
1722,235667490,11783374.5,27524271380
1723,237685315,11884265.8,27759938870
1724,239720416,11986020.8,27997624185
1725,241772942,12088647.1,28237344601
1726,243843042,12192152.1,28479117543
1727,245930867,12296543.3,28722960585
1728,248036568,12401828.4,28968891452
1729,250160298,12508014.9,29216928020
1730,252302212,12615110.6,29467088318
1731,254462466,12723123.3,29719390530
1732,256641216,12832060.8,29973852996
1733,258838621,12941931.1,30230494212
1734,261054840,13052742,30489332833
1735,263290035,13164501.8,30750387673
1736,265544368,13277218.4,31013677708
1737,267818003,13390900.2,31279222076
1738,270111105,13505555.2,31547040079
1739,272423841,13621192.1,31817151184
1740,274756380,13737819,32089575025
1741,277108890,13855444.5,32364331405
1742,279481542,13974077.1,32641440295
1743,281874509,14093725.4,32920921837
1744,284287966,14214398.3,33202796346
1745,286722087,14336104.3,33487084312
1746,289177049,14458852.4,33773806399
1747,291653031,14582651.6,34062983448
1748,294150213,14707510.7,34354636479
1749,296668776,14833438.8,34648786692
1750,299208903,14960445.2,34945455468
1751,301770780,15088539,35244664371
1752,304354591,15217729.6,35546435151
1753,306960526,15348026.3,35850789742
1754,309588773,15479438.7,36157750268
1755,312239523,15611976.2,36467339041
1756,314912970,15745648.5,36779578564
1757,317609307,15880465.3,37094491534
1758,320328731,16016436.6,37412100841
1759,323071439,16153571.9,37732429572
1760,325837630,16291881.5,38055501011
1761,328627506,16431375.3,38381338641
1762,331441270,16572063.5,38709966147
1763,334279125,16713956.2,39041407417
1764,337141279,16857063.9,39375686542
1765,340027938,17001396.9,39712827821
1766,342939314,17146965.7,40052855759
1767,345875618,17293780.9,40395795073
1768,348837062,17441853.1,40741670691
1769,351823863,17591193.1,41090507753
1770,354836238,17741811.9,41442331616
1771,357874404,17893720.2,41797167854
1772,360938585,18046929.2,42155042258
1773,364029001,18201450.1,42515980843
1774,367145878,18357293.9,42880009844
1775,370289442,18514472.1,43247155722
1776,373459922,18672996.1,43617445164
1777,376657548,18832877.4,43990905086
1778,379882552,18994127.6,44367562634
1779,383135170,19156758.5,44747445186
1780,386415637,19320781.9,45130580356
1781,389724192,19486209.6,45516995993
1782,393061075,19653053.8,45906720185
1783,396426529,19821326.4,46299781260
1784,399820799,19991039.9,46696207789
1785,403244132,20162206.6,47096028588
1786,406696775,20334838.8,47499272720
1787,410178980,20508949,47905969495
1788,413691001,20684550.1,48316148475
1789,417233092,20861654.6,48729839476
1790,420805511,21040275.6,49147072568
1791,424408518,21220425.9,49567878079
1792,428042374,21402118.7,49992286597
1793,431707344,21585367.2,50420328971
1794,435403695,21770184.8,50852036315
1795,439131693,21956584.6,51287440010
1796,442891612,22144580.6,51726571703
1797,446683724,22334186.2,52169463315
1798,450508304,22525415.2,52616147039
1799,454365631,22718281.6,53066655343
1800,458255985,22912799.2,53521020974
1801,462179649,23108982.4,53979276959
1802,466136908,23306845.4,54441456608
1803,470128050,23506402.5,54907593516
1804,474153365,23707668.2,55377721566
1805,478213145,23910657.2,55851874931
1806,482307685,24115384.2,56330088076
1807,486437284,24321864.2,56812395761
1808,490602241,24530112.1,57298833045
1809,494802859,24740142.9,57789435286
1810,499039443,24951972.1,58284238145
1811,503312302,25165615.1,58783277588
1812,507621745,25381087.2,59286589890
1813,511968087,25598404.4,59794211635
1814,516351643,25817582.1,60306179722
1815,520772732,26038636.6,60822531365
1816,525231675,26261583.8,61343304097
1817,529728796,26486439.8,61868535772
1818,534264422,26713221.1,62398264568
1819,538838883,26941944.1,62932528990
1820,543452511,27172625.6,63471367873
1821,548105641,27405282.1,64014820384
1822,552798613,27639930.6,64562926025
1823,557531767,27876588.4,65115724638
1824,562305447,28115272.4,65673256405
1825,567119999,28355999.9,66235561852
1826,571975775,28598788.8,66802681851
1827,576873127,28843656.4,67374657626
1828,581812411,29090620.6,67951530753
1829,586793985,29339699.2,68533343164
1830,591818213,29590910.6,69120137149
1831,596885459,29844272.9,69711955362
1832,601996092,30099804.6,70308840821
1833,607150482,30357524.1,70910836913
1834,612349006,30617450.3,71517987395
1835,617592040,30879602,72130336401
1836,622879965,31143998.2,72747928441
1837,628213167,31410658.4,73370808406
1838,633592033,31679601.6,73999021573
1839,639016953,31950847.6,74632613606
1840,644488323,32224416.1,75271630559
1841,650006539,32500326.9,75916118882
1842,655572003,32778600.1,76566125421
1843,661185120,33059256,77221697424
1844,666846297,33342314.9,77882882544
1845,672555946,33627797.3,78549728841
1846,678314482,33915724.1,79222284787
1847,684122323,34206116.1,79900599269
1848,689979892,34498994.6,80584721592
1849,695887615,34794380.8,81274701484
1850,701845920,35092296,81970589099
1851,707855242,35392762.1,82672435019
1852,713916016,35695800.8,83380290261
1853,720028684,36001434.2,84094206277
1854,726193689,36309684.5,84814234961
1855,732411480,36620574,85540428650
1856,738682509,36934125.5,86272840130
1857,745007232,37250361.6,87011522639
1858,751386108,37569305.4,87756529871
1859,757819601,37890980,88507915979
1860,764308178,38215408.9,89265735580
1861,770852312,38542615.6,90030043758
1862,777452478,38872623.9,90800896070
1863,784109155,39205457.8,91578348548
1864,790822828,39541141.4,92362457703
1865,797593985,39879699.2,93153280531
1866,804423117,40221155.9,93950874516
1867,811310722,40565536.1,94755297633
1868,818257299,40912865,95566608355
1869,825263354,41263167.7,96384865654
1870,832329396,41616469.8,97210129008
1871,839455939,41972797,98042458404
1872,846643500,42332175,98881914343
1873,853892603,42694630.1,99728557843
1874,861203773,43060188.6,1.00582E+11
1875,868577543,43428877.1,1.01444E+11
1876,876014449,43800722.5,1.02312E+11
1877,883515030,44175751.5,1.03188E+11
1878,891079833,44553991.6,1.04072E+11
1879,898709407,44935470.4,1.04963E+11
1880,906404306,45320215.3,1.05862E+11
1881,914165091,45708254.5,1.06768E+11
1882,921992324,46099616.2,1.07682E+11
1883,929886576,46494328.8,1.08604E+11
1884,937848419,46892421,1.09534E+11
1885,945878434,47293921.7,1.10472E+11
1886,953977202,47698860.1,1.11418E+11
1887,962145314,48107265.7,1.12372E+11
1888,970383362,48519168.1,1.13334E+11
1889,978691946,48934597.3,1.14304E+11
1890,987071669,49353583.5,1.15283E+11
1891,995523141,49776157,1.1627E+11
1892,1004046975,50202348.8,1.17266E+11
1893,1012643793,50632189.6,1.1827E+11
1894,1021314217,51065710.9,1.19282E+11
1895,1030058880,51502944,1.20304E+11
1896,1038878415,51943920.8,1.21334E+11
1897,1047773465,52388673.2,1.22372E+11
1898,1056744676,52837233.8,1.2342E+11
1899,1065792699,53289635,1.24477E+11
1900,1074918194,53745909.7,1.25543E+11
1901,1084121822,54206091.1,1.26618E+11
1902,1093404253,54670212.6,1.27702E+11
1903,1102766163,55138308.1,1.28795E+11
1904,1112208230,55610411.5,1.29898E+11
1905,1121731142,56086557.1,1.3101E+11
1906,1131335590,56566779.5,1.32132E+11
1907,1141022274,57051113.7,1.33263E+11
1908,1150791896,57539594.8,1.34404E+11
1909,1160645168,58032258.4,1.35555E+11
1910,1170582805,58529140.2,1.36716E+11
